date,country,daily_vaccinations_dose1,daily_vaccinations_dose2,daily_vaccinations_booster,cumulative_dose1,cumulative_dose2,cumulative_booster,total_vaccinations
2023-07-31,Canada,119865,136350,118223,154827356,124977790,61143780,340948926
2023-08-01,Canada,126897,161997,95455,154954253,125139787,61239235,341333275
2023-08-02,Canada,168250,176817,98694,155122503,125316604,61337929,341777036
2023-08-03,Canada,125771,78275,90210,155248274,125394879,61428139,342071292
2023-08-04,Canada,163734,65925,103300,155412008,125460804,61531439,342404251
2023-08-05,Canada,109114,60096,122161,155521122,125520900,61653600,342695622
2023-08-06,Canada,75618,109499,57194,155596740,125630399,61710794,342937933
2023-08-07,Canada,149755,84789,101539,155746495,125715188,61812333,343274016
2023-08-08,Canada,71552,123852,81785,155818047,125839040,61894118,343551205
2023-08-09,Canada,190289,59400,144255,156008336,125898440,62038373,343945149
2023-08-10,Canada,98059,80945,66733,156106395,125979385,62105106,344190886
2023-08-11,Canada,152377,176121,94123,156258772,126155506,62199229,344613507
2023-08-12,Canada,171165,106039,139427,156429937,126261545,62338656,345030138
2023-08-13,Canada,114774,118516,97469,156544711,126380061,62436125,345360897
2023-08-14,Canada,108900,157883,92794,156653611,126537944,62528919,345720474
2023-08-15,Canada,56628,66086,113677,156710239,126604030,62642596,345956865
2023-08-16,Canada,105949,102940,123581,156816188,126706970,62766177,346289335
2023-08-17,Canada,197345,173557,118492,157013533,126880527,62884669,346778729
2023-08-18,Canada,86730,89862,104337,157100263,126970389,62989006,347059658
2023-08-19,Canada,87164,85640,110780,157187427,127056029,63099786,347343242
2023-08-20,Canada,101992,61777,52477,157289419,127117806,63152263,347559488
2023-08-21,Canada,178482,73988,146711,157467901,127191794,63298974,347958669
2023-08-22,Canada,175967,134078,124469,157643868,127325872,63423443,348393183
2023-08-23,Canada,131057,42094,130349,157774925,127367966,63553792,348696683
2023-08-24,Canada,75316,78680,106510,157850241,127446646,63660302,348957189
2023-08-25,Canada,97759,41932,139475,157948000,127488578,63799777,349236355
2023-08-26,Canada,149395,134862,146447,158097395,127623440,63946224,349667059
2023-08-27,Canada,154041,91199,75288,158251436,127714639,64021512,349987587
2023-08-28,Canada,121890,140683,143805,158373326,127855322,64165317,350393965
2023-08-29,Canada,124334,145324,83780,158497660,128000646,64249097,350747403
2023-08-30,Canada,101942,142797,137461,158599602,128143443,64386558,351129603
2023-08-31,Canada,98065,154275,55257,158697667,128297718,64441815,351437200
2023-09-01,Canada,107193,69428,134938,158804860,128367146,64576753,351748759
2023-09-02,Canada,125359,44623,111910,158930219,128411769,64688663,352030651
2023-09-03,Canada,121407,91258,77728,159051626,128503027,64766391,352321044
2023-09-04,Canada,154421,120839,92632,159206047,128623866,64859023,352688936
2023-09-05,Canada,175458,42884,78994,159381505,128666750,64938017,352986272
2023-09-06,Canada,128285,138954,55656,159509790,128805704,64993673,353309167
2023-09-07,Canada,95964,150222,130127,159605754,128955926,65123800,353685480
2023-09-08,Canada,122199,118481,68549,159727953,129074407,65192349,353994709
2023-09-09,Canada,56865,134921,57900,159784818,129209328,65250249,354244395
2023-09-10,Canada,114423,167158,55599,159899241,129376486,65305848,354581575
2023-09-11,Canada,60417,52533,64273,159959658,129429019,65370121,354758798
2023-09-12,Canada,56624,150687,96799,160016282,129579706,65466920,355062908
2023-09-13,Canada,182337,156894,142195,160198619,129736600,65609115,355544334
2023-09-14,Canada,111061,155851,135560,160309680,129892451,65744675,355946806
2023-09-15,Canada,164721,135611,114746,160474401,130028062,65859421,356361884
2023-09-16,Canada,120877,157737,53577,160595278,130185799,65912998,356694075
2023-09-17,Canada,110500,101117,89423,160705778,130286916,66002421,356995115
2023-09-18,Canada,64056,80120,111703,160769834,130367036,66114124,357250994
2023-09-19,Canada,63623,81824,80485,160833457,130448860,66194609,357476926
2023-09-20,Canada,91015,136823,123570,160924472,130585683,66318179,357828334
2023-09-21,Canada,133327,85133,127921,161057799,130670816,66446100,358174715
2023-09-22,Canada,192231,75805,106305,161250030,130746621,66552405,358549056
2023-09-23,Canada,82969,64595,63370,161332999,130811216,66615775,358759990
2023-09-24,Canada,72515,107270,140766,161405514,130918486,66756541,359080541
2023-09-25,Canada,194982,138532,50676,161600496,131057018,66807217,359464731
2023-09-26,Canada,115122,80672,123279,161715618,131137690,66930496,359783804
2023-09-27,Canada,114665,136403,64166,161830283,131274093,66994662,360099038
2023-09-28,Canada,53305,154282,75569,161883588,131428375,67070231,360382194
2023-09-29,Canada,72961,140099,106000,161956549,131568474,67176231,360701254
2023-09-30,Canada,188057,174480,88914,162144606,131742954,67265145,361152705
2023-10-01,Canada,84814,77786,138813,162229420,131820740,67403958,361454118
2023-10-02,Canada,104115,47462,84745,162333535,131868202,67488703,361690440
2023-10-03,Canada,123671,134888,110974,162457206,132003090,67599677,362059973
2023-10-04,Canada,63764,68263,54549,162520970,132071353,67654226,362246549
2023-10-05,Canada,78344,40746,75145,162599314,132112099,67729371,362440784
2023-10-06,Canada,168535,103430,69584,162767849,132215529,67798955,362782333
2023-10-07,Canada,68570,105130,69712,162836419,132320659,67868667,363025745
2023-10-08,Canada,118908,102776,68716,162955327,132423435,67937383,363316145
2023-10-09,Canada,158269,143392,85961,163113596,132566827,68023344,363703767
2023-10-10,Canada,61132,178954,81514,163174728,132745781,68104858,364025367
2023-10-11,Canada,199775,56561,51727,163374503,132802342,68156585,364333430
2023-10-12,Canada,104787,129722,61263,163479290,132932064,68217848,364629202
2023-10-13,Canada,188857,76191,112552,163668147,133008255,68330400,365006802
2023-10-14,Canada,190799,169186,130929,163858946,133177441,68461329,365497716
2023-10-15,Canada,94766,124152,94517,163953712,133301593,68555846,365811151
2023-10-16,Canada,179520,40673,124035,164133232,133342266,68679881,366155379
2023-10-17,Canada,194030,115115,144881,164327262,133457381,68824762,366609405
2023-10-18,Canada,50205,83485,76419,164377467,133540866,68901181,366819514
2023-10-19,Canada,177432,76827,91471,164554899,133617693,68992652,367165244
2023-10-20,Canada,160566,114747,67151,164715465,133732440,69059803,367507708
2023-10-21,Canada,187543,96386,132890,164903008,133828826,69192693,367924527
2023-10-22,Canada,194198,137207,118650,165097206,133966033,69311343,368374582
2023-10-23,Canada,61151,119500,104476,165158357,134085533,69415819,368659709
2023-10-24,Canada,109840,71341,57134,165268197,134156874,69472953,368898024
2023-10-25,Canada,97119,137122,109923,165365316,134293996,69582876,369242188
2023-10-26,Canada,188350,111301,123176,165553666,134405297,69706052,369665015
2023-10-27,Canada,180114,128442,86850,165733780,134533739,69792902,370060421
2023-10-28,Canada,79703,178671,133184,165813483,134712410,69926086,370451979
2023-10-29,Canada,157438,64864,76549,165970921,134777274,70002635,370750830
2023-10-30,Canada,59336,118145,111796,166030257,134895419,70114431,371040107
2023-10-31,Canada,119677,102949,105103,166149934,134998368,70219534,371367836
2023-11-01,Canada,189918,93347,116870,166339852,135091715,70336404,371767971
2023-11-02,Canada,141528,143525,126911,166481380,135235240,70463315,372179935
2023-11-03,Canada,149217,82830,51007,166630597,135318070,70514322,372462989
2023-11-04,Canada,198736,134087,81205,166829333,135452157,70595527,372877017
2023-11-05,Canada,198597,128999,116329,167027930,135581156,70711856,373320942
2023-11-06,Canada,68608,101940,88654,167096538,135683096,70800510,373580144
2023-11-07,Canada,173955,141959,87763,167270493,135825055,70888273,373983821
2023-11-08,Canada,138144,46592,99483,167408637,135871647,70987756,374268040
2023-11-09,Canada,144063,151526,138450,167552700,136023173,71126206,374702079
2023-11-10,Canada,85415,96973,136793,167638115,136120146,71262999,375021260
2023-11-11,Canada,137786,82249,113550,167775901,136202395,71376549,375354845
2023-11-12,Canada,112762,53151,83821,167888663,136255546,71460370,375604579
2023-11-13,Canada,122097,59992,122468,168010760,136315538,71582838,375909136
2023-11-14,Canada,79188,126392,143172,168089948,136441930,71726010,376257888
2023-11-15,Canada,181015,57734,50915,168270963,136499664,71776925,376547552
2023-11-16,Canada,101461,179743,60902,168372424,136679407,71837827,376889658
2023-11-17,Canada,122332,136341,99280,168494756,136815748,71937107,377247611
2023-11-18,Canada,152621,169840,91383,168647377,136985588,72028490,377661455
2023-11-19,Canada,186817,82536,53498,168834194,137068124,72081988,377984306
2023-11-20,Canada,186924,43257,129503,169021118,137111381,72211491,378343990
2023-11-21,Canada,197909,81173,116011,169219027,137192554,72327502,378739083
2023-11-22,Canada,120737,172794,77761,169339764,137365348,72405263,379110375
2023-11-23,Canada,172308,114973,130729,169512072,137480321,72535992,379528385
2023-11-24,Canada,83282,82482,116164,169595354,137562803,72652156,379810313
2023-11-25,Canada,161409,137838,65070,169756763,137700641,72717226,380174630
2023-11-26,Canada,154827,47447,82496,169911590,137748088,72799722,380459400
2023-11-27,Canada,96412,47815,126960,170008002,137795903,72926682,380730587
2023-11-28,Canada,90592,165241,145271,170098594,137961144,73071953,381131691
2023-11-29,Canada,176431,136758,99392,170275025,138097902,73171345,381544272
2023-11-30,Canada,95159,105742,83380,170370184,138203644,73254725,381828553
2023-12-01,Canada,191591,172412,116997,170561775,138376056,73371722,382309553
2023-12-02,Canada,96630,124291,103844,170658405,138500347,73475566,382634318
2023-12-03,Canada,101967,150350,129835,170760372,138650697,73605401,383016470
2023-12-04,Canada,132289,138467,110239,170892661,138789164,73715640,383397465
2023-12-05,Canada,159785,148254,74986,171052446,138937418,73790626,383780490
2023-12-06,Canada,68185,107412,82509,171120631,139044830,73873135,384038596
2023-12-07,Canada,164079,85119,128889,171284710,139129949,74002024,384416683
2023-12-08,Canada,54607,63990,138080,171339317,139193939,74140104,384673360
2023-12-09,Canada,187308,133751,111314,171526625,139327690,74251418,385105733
2023-12-10,Canada,71625,64873,57029,171598250,139392563,74308447,385299260
2023-12-11,Canada,53069,95499,61263,171651319,139488062,74369710,385509091
2023-12-12,Canada,124079,66349,128230,171775398,139554411,74497940,385827749
2023-12-13,Canada,164347,88584,144082,171939745,139642995,74642022,386224762
2023-12-14,Canada,145545,129173,82677,172085290,139772168,74724699,386582157
2023-12-15,Canada,80696,110952,108546,172165986,139883120,74833245,386882351
2023-12-16,Canada,103992,134675,63109,172269978,140017795,74896354,387184127
2023-12-17,Canada,115810,94148,107885,172385788,140111943,75004239,387501970
2023-12-18,Canada,117059,126200,142074,172502847,140238143,75146313,387887303
2023-12-19,Canada,118951,149234,144893,172621798,140387377,75291206,388300381
2023-12-20,Canada,105543,165381,66524,172727341,140552758,75357730,388637829
2023-12-21,Canada,124937,81382,110719,172852278,140634140,75468449,388954867
2023-12-22,Canada,158495,68366,87275,173010773,140702506,75555724,389269003
2023-12-23,Canada,144100,41792,58933,173154873,140744298,75614657,389513828
2023-12-24,Canada,139676,66454,84964,173294549,140810752,75699621,389804922
2023-12-25,Canada,166241,156138,125329,173460790,140966890,75824950,390252630
2023-12-26,Canada,124852,101109,145424,173585642,141067999,75970374,390624015
2023-12-27,Canada,142402,112837,149943,173728044,141180836,76120317,391029197
2023-12-28,Canada,176640,132981,125880,173904684,141313817,76246197,391464698
2023-12-29,Canada,168033,160822,134271,174072717,141474639,76380468,391927824
2023-12-30,Canada,62992,81910,117263,174135709,141556549,76497731,392189989
2023-12-31,Canada,181250,93621,50619,174316959,141650170,76548350,392515479
2024-01-01,Canada,187005,122285,81563,174503964,141772455,76629913,392906332
2024-01-02,Canada,184191,109372,141679,174688155,141881827,76771592,393341574
2024-01-03,Canada,101418,56027,89882,174789573,141937854,76861474,393588901
2024-01-04,Canada,67847,40162,133825,174857420,141978016,76995299,393830735
2024-01-05,Canada,79208,143944,57705,174936628,142121960,77053004,394111592
2024-01-06,Canada,158141,70568,130429,175094769,142192528,77183433,394470730
2024-01-07,Canada,71082,174087,122275,175165851,142366615,77305708,394838174
2024-01-08,Canada,172072,163646,138100,175337923,142530261,77443808,395311992
2024-01-09,Canada,100570,43707,145953,175438493,142573968,77589761,395602222
2024-01-10,Canada,192663,83495,148333,175631156,142657463,77738094,396026713
2024-01-11,Canada,132610,69605,70496,175763766,142727068,77808590,396299424
2024-01-12,Canada,175393,137430,101731,175939159,142864498,77910321,396713978
2024-01-13,Canada,142932,135472,101725,176082091,142999970,78012046,397094107
2024-01-14,Canada,69916,146025,97728,176152007,143145995,78109774,397407776
2024-01-15,Canada,137230,77863,118525,176289237,143223858,78228299,397741394
2024-01-16,Canada,63949,51417,88443,176353186,143275275,78316742,397945203
2024-01-17,Canada,112710,41187,52898,176465896,143316462,78369640,398151998
2024-01-18,Canada,134042,119278,133531,176599938,143435740,78503171,398538849
2024-01-19,Canada,156568,149763,84991,176756506,143585503,78588162,398930171
2024-01-20,Canada,131136,50218,81790,176887642,143635721,78669952,399193315
2024-01-21,Canada,58272,84193,70919,176945914,143719914,78740871,399406699
2024-01-22,Canada,158453,131061,62125,177104367,143850975,78802996,399758338
2024-01-23,Canada,121324,123990,90788,177225691,143974965,78893784,400094440
2024-01-24,Canada,72917,47854,114426,177298608,144022819,79008210,400329637
2024-01-25,Canada,58847,54360,115198,177357455,144077179,79123408,400558042
2024-01-26,Canada,134326,159212,79878,177491781,144236391,79203286,400931458
2024-01-27,Canada,191368,87898,122051,177683149,144324289,79325337,401332775
2024-01-28,Canada,160368,85425,59769,177843517,144409714,79385106,401638337
2024-01-29,Canada,82639,131487,148092,177926156,144541201,79533198,402000555
2024-01-30,Canada,125331,60974,90207,178051487,144602175,79623405,402277067
2024-01-31,Canada,104611,138663,50830,178156098,144740838,79674235,402571171
2024-02-01,Canada,150569,90438,69874,178306667,144831276,79744109,402882052
2024-02-02,Canada,50587,146490,96005,178357254,144977766,79840114,403175134
2024-02-03,Canada,119774,81732,56398,178477028,145059498,79896512,403433038
2024-02-04,Canada,58240,151587,118776,178535268,145211085,80015288,403761641
2024-02-05,Canada,179503,144360,90294,178714771,145355445,80105582,404175798
2024-02-06,Canada,181476,142739,149074,178896247,145498184,80254656,404649087
2024-02-07,Canada,170419,58674,113229,179066666,145556858,80367885,404991409
2024-02-08,Canada,115715,95852,74760,179182381,145652710,80442645,405277736
2024-02-09,Canada,179816,169079,61908,179362197,145821789,80504553,405688539
2024-02-10,Canada,135946,74051,86548,179498143,145895840,80591101,405985084
2024-02-11,Canada,175672,95593,102211,179673815,145991433,80693312,406358560
2024-02-12,Canada,114177,148577,83142,179787992,146140010,80776454,406704456
2024-02-13,Canada,114151,64779,105734,179902143,146204789,80882188,406989120
2024-02-14,Canada,110107,143515,143416,180012250,146348304,81025604,407386158
2024-02-15,Canada,66765,159460,94844,180079015,146507764,81120448,407707227
2024-02-16,Canada,77283,123472,142333,180156298,146631236,81262781,408050315
2024-02-17,Canada,86985,86796,121949,180243283,146718032,81384730,408346045
2024-02-18,Canada,136366,95943,115335,180379649,146813975,81500065,408693689
2024-02-19,Canada,132422,140482,98474,180512071,146954457,81598539,409065067
2024-02-20,Canada,140297,171245,127843,180652368,147125702,81726382,409504452
2024-02-21,Canada,163515,94939,87893,180815883,147220641,81814275,409850799
2024-02-22,Canada,51307,99051,122265,180867190,147319692,81936540,410123422
2024-02-23,Canada,64780,43267,71004,180931970,147362959,82007544,410302473
2024-02-24,Canada,61019,144667,92010,180992989,147507626,82099554,410600169
2024-02-25,Canada,88869,92376,123974,181081858,147600002,82223528,410905388
2024-02-26,Canada,141284,131410,77376,181223142,147731412,82300904,411255458
2024-02-27,Canada,158601,153403,145933,181381743,147884815,82446837,411713395
2024-02-28,Canada,150653,95891,60888,181532396,147980706,82507725,412020827
2024-02-29,Canada,176917,128936,135110,181709313,148109642,82642835,412461790
2024-03-01,Canada,184300,64258,127493,181893613,148173900,82770328,412837841
2024-03-02,Canada,54647,159961,55860,181948260,148333861,82826188,413108309
2024-03-03,Canada,166117,175855,59118,182114377,148509716,82885306,413509399
2024-03-04,Canada,71998,145061,106925,182186375,148654777,82992231,413833383
2024-03-05,Canada,110769,116367,64958,182297144,148771144,83057189,414125477
2024-03-06,Canada,157596,102098,64376,182454740,148873242,83121565,414449547
2024-03-07,Canada,61012,44383,99713,182515752,148917625,83221278,414654655
2024-03-08,Canada,155626,78001,81379,182671378,148995626,83302657,414969661
2024-03-09,Canada,53648,126685,94897,182725026,149122311,83397554,415244891
2024-03-10,Canada,109614,94916,123787,182834640,149217227,83521341,415573208
2024-03-11,Canada,169045,106531,105443,183003685,149323758,83626784,415954227
2024-03-12,Canada,126655,90442,80412,183130340,149414200,83707196,416251736
2024-03-13,Canada,60397,77093,142801,183190737,149491293,83849997,416532027
2024-03-14,Canada,57743,147988,90293,183248480,149639281,83940290,416828051
2024-03-15,Canada,132194,155454,80926,183380674,149794735,84021216,417196625
2024-03-16,Canada,137524,132191,61760,183518198,149926926,84082976,417528100
2024-03-17,Canada,176147,87590,100364,183694345,150014516,84183340,417892201
2024-03-18,Canada,76180,75579,127332,183770525,150090095,84310672,418171292
2024-03-19,Canada,165382,154116,57226,183935907,150244211,84367898,418548016
2024-03-20,Canada,149805,73418,76593,184085712,150317629,84444491,418847832
2024-03-21,Canada,192549,155222,128312,184278261,150472851,84572803,419323915
2024-03-22,Canada,179234,140825,108371,184457495,150613676,84681174,419752345
2024-03-23,Canada,84605,95745,142705,184542100,150709421,84823879,420075400
2024-03-24,Canada,101318,99036,78567,184643418,150808457,84902446,420354321
2024-03-25,Canada,185713,137481,100850,184829131,150945938,85003296,420778365
2024-03-26,Canada,137804,137039,140077,184966935,151082977,85143373,421193285
2024-03-27,Canada,50569,131478,51824,185017504,151214455,85195197,421427156
2024-03-28,Canada,78920,44291,148166,185096424,151258746,85343363,421698533
2024-03-29,Canada,85192,168333,104663,185181616,151427079,85448026,422056721
2024-03-30,Canada,58358,64018,145871,185239974,151491097,85593897,422324968
2024-03-31,Canada,76464,114240,110715,185316438,151605337,85704612,422626387
2024-04-01,Canada,100985,145368,76609,185417423,151750705,85781221,422949349
2024-04-02,Canada,163899,177893,132972,185581322,151928598,85914193,423424113
2024-04-03,Canada,128861,139126,107280,185710183,152067724,86021473,423799380
2024-04-04,Canada,57133,115079,70678,185767316,152182803,86092151,424042270
2024-04-05,Canada,118413,92056,72930,185885729,152274859,86165081,424325669
2024-04-06,Canada,69080,52164,144300,185954809,152327023,86309381,424591213
2024-04-07,Canada,66872,105846,103353,186021681,152432869,86412734,424867284
2024-04-08,Canada,167394,120135,118717,186189075,152553004,86531451,425273530
2024-04-09,Canada,160278,60706,72356,186349353,152613710,86603807,425566870
2024-04-10,Canada,142596,146316,71494,186491949,152760026,86675301,425927276
2024-04-11,Canada,168978,89054,148601,186660927,152849080,86823902,426333909
2024-04-12,Canada,196492,150864,104921,186857419,152999944,86928823,426786186
2024-04-13,Canada,145350,141113,140118,187002769,153141057,87068941,427212767
2024-04-14,Canada,174229,156891,130606,187176998,153297948,87199547,427674493
2024-04-15,Canada,183121,83576,147569,187360119,153381524,87347116,428088759
2024-04-16,Canada,136947,85934,105788,187497066,153467458,87452904,428417428
2024-04-17,Canada,126954,70473,100385,187624020,153537931,87553289,428715240
2024-04-18,Canada,185817,99889,103934,187809837,153637820,87657223,429104880
2024-04-19,Canada,102142,84057,135770,187911979,153721877,87792993,429426849
2024-04-20,Canada,92876,82766,121587,188004855,153804643,87914580,429724078
2024-04-21,Canada,121989,55931,138983,188126844,153860574,88053563,430040981
2024-04-22,Canada,172080,101398,149850,188298924,153961972,88203413,430464309
2024-04-23,Canada,120206,137990,80757,188419130,154099962,88284170,430803262
2024-04-24,Canada,66373,124385,113562,188485503,154224347,88397732,431107582
2024-04-25,Canada,140117,77613,145751,188625620,154301960,88543483,431471063
2024-04-26,Canada,168342,68160,69868,188793962,154370120,88613351,431777433
2024-04-27,Canada,157978,89250,112024,188951940,154459370,88725375,432136685
2024-04-28,Canada,113392,140642,102746,189065332,154600012,88828121,432493465
2024-04-29,Canada,129149,90835,79865,189194481,154690847,88907986,432793314
2024-04-30,Canada,80090,150123,127743,189274571,154840970,89035729,433151270
2024-05-01,Canada,70831,84032,79440,189345402,154925002,89115169,433385573
2024-05-02,Canada,158098,177533,88960,189503500,155102535,89204129,433810164
2024-05-03,Canada,63137,72104,78937,189566637,155174639,89283066,434024342
2024-05-04,Canada,171389,55016,96185,189738026,155229655,89379251,434346932
2024-05-05,Canada,191923,162794,104653,189929949,155392449,89483904,434806302
2024-05-06,Canada,118062,138732,119248,190048011,155531181,89603152,435182344
2024-05-07,Canada,116765,43699,58630,190164776,155574880,89661782,435401438
2024-05-08,Canada,114896,75749,127140,190279672,155650629,89788922,435719223
2024-05-09,Canada,181870,156280,132628,190461542,155806909,89921550,436190001
2024-05-10,Canada,87199,143857,88527,190548741,155950766,90010077,436509584
2024-05-11,Canada,171189,173857,102396,190719930,156124623,90112473,436957026
2024-05-12,Canada,127644,103047,50253,190847574,156227670,90162726,437237970
2024-05-13,Canada,135203,42941,53531,190982777,156270611,90216257,437469645
2024-05-14,Canada,100296,119214,96273,191083073,156389825,90312530,437785428
2024-05-15,Canada,125947,127710,64719,191209020,156517535,90377249,438103804
2024-05-16,Canada,140178,58483,77765,191349198,156576018,90455014,438380230
2024-05-17,Canada,102720,161503,95304,191451918,156737521,90550318,438739757
2024-05-18,Canada,110117,108138,125724,191562035,156845659,90676042,439083736
2024-05-19,Canada,127436,88989,108648,191689471,156934648,90784690,439408809
2024-05-20,Canada,126459,46697,120346,191815930,156981345,90905036,439702311
2024-05-21,Canada,93105,142552,110170,191909035,157123897,91015206,440048138
2024-05-22,Canada,187378,157842,120344,192096413,157281739,91135550,440513702
2024-05-23,Canada,52913,117473,140228,192149326,157399212,91275778,440824316
2024-05-24,Canada,75674,169324,69645,192225000,157568536,91345423,441138959
2024-05-25,Canada,70908,98475,72467,192295908,157667011,91417890,441380809
2024-05-26,Canada,75107,173592,77582,192371015,157840603,91495472,441707090
2024-05-27,Canada,183364,103704,60192,192554379,157944307,91555664,442054350
2024-05-28,Canada,119274,132534,85943,192673653,158076841,91641607,442392101
2024-05-29,Canada,188448,105795,98067,192862101,158182636,91739674,442784411
2024-05-30,Canada,188892,87188,87066,193050993,158269824,91826740,443147557
2024-05-31,Canada,129672,155372,86464,193180665,158425196,91913204,443519065
2024-06-01,Canada,50239,176200,71521,193230904,158601396,91984725,443817025
2024-06-02,Canada,178430,84820,122245,193409334,158686216,92106970,444202520
2024-06-03,Canada,100287,47854,101860,193509621,158734070,92208830,444452521
2024-06-04,Canada,115348,130085,69796,193624969,158864155,92278626,444767750
2024-06-05,Canada,106268,80841,54397,193731237,158944996,92333023,445009256
2024-06-06,Canada,65413,61860,118544,193796650,159006856,92451567,445255073
2024-06-07,Canada,137242,177517,53089,193933892,159184373,92504656,445622921
2024-06-08,Canada,87526,56508,130931,194021418,159240881,92635587,445897886
2024-06-09,Canada,82862,90887,128057,194104280,159331768,92763644,446199692
2024-06-10,Canada,164433,78718,109913,194268713,159410486,92873557,446552756
2024-06-11,Canada,121729,72989,115304,194390442,159483475,92988861,446862778
2024-06-12,Canada,97299,170029,65773,194487741,159653504,93054634,447195879
2024-06-13,Canada,155320,88797,124216,194643061,159742301,93178850,447564212
2024-06-14,Canada,154586,57693,122869,194797647,159799994,93301719,447899360
2024-06-15,Canada,64593,93951,126573,194862240,159893945,93428292,448184477
2024-06-16,Canada,155667,61257,142157,195017907,159955202,93570449,448543558
2024-06-17,Canada,126402,78344,79961,195144309,160033546,93650410,448828265
2024-06-18,Canada,146442,102693,73099,195290751,160136239,93723509,449150499
2024-06-19,Canada,167665,161259,132187,195458416,160297498,93855696,449611610
2024-06-20,Canada,66994,73054,83458,195525410,160370552,93939154,449835116
2024-06-21,Canada,158136,111737,117370,195683546,160482289,94056524,450222359
2024-06-22,Canada,145935,158880,139178,195829481,160641169,94195702,450666352
2024-06-23,Canada,173923,157886,122547,196003404,160799055,94318249,451120708
2024-06-24,Canada,106357,107495,105429,196109761,160906550,94423678,451439989
2024-06-25,Canada,52268,145968,127119,196162029,161052518,94550797,451765344
2024-06-26,Canada,136780,101289,88415,196298809,161153807,94639212,452091828
2024-06-27,Canada,110184,69886,148538,196408993,161223693,94787750,452420436
2024-06-28,Canada,133296,143357,140371,196542289,161367050,94928121,452837460
2024-06-29,Canada,62183,76629,128120,196604472,161443679,95056241,453104392
2024-06-30,Canada,130824,173374,65924,196735296,161617053,95122165,453474514
2024-07-01,Canada,130947,83777,101994,196866243,161700830,95224159,453791232
2024-07-02,Canada,193115,94714,92399,197059358,161795544,95316558,454171460
2024-07-03,Canada,124653,162454,146873,197184011,161957998,95463431,454605440
2024-07-04,Canada,192203,51095,75853,197376214,162009093,95539284,454924591
2024-07-05,Canada,106864,137365,68992,197483078,162146458,95608276,455237812
2024-07-06,Canada,151723,113448,127181,197634801,162259906,95735457,455630164
2024-07-07,Canada,185660,69930,140314,197820461,162329836,95875771,456026068
2024-07-08,Canada,189268,74128,125836,198009729,162403964,96001607,456415300
2024-07-09,Canada,97237,42091,91039,198106966,162446055,96092646,456645667
2024-07-10,Canada,76296,51881,51112,198183262,162497936,96143758,456824956
2024-07-11,Canada,168101,158707,71772,198351363,162656643,96215530,457223536
2024-07-12,Canada,65511,86261,126332,198416874,162742904,96341862,457501640
2024-07-13,Canada,182527,171520,50428,198599401,162914424,96392290,457906115
2024-07-14,Canada,156123,162060,144901,198755524,163076484,96537191,458369199
2024-07-15,Canada,99357,91489,102250,198854881,163167973,96639441,458662295
2024-07-16,Canada,75056,92554,110313,198929937,163260527,96749754,458940218
2024-07-17,Canada,130800,89357,140689,199060737,163349884,96890443,459301064
2024-07-18,Canada,149261,49781,66839,199209998,163399665,96957282,459566945
2024-07-19,Canada,91934,152884,74179,199301932,163552549,97031461,459885942
2024-07-20,Canada,82506,80674,114652,199384438,163633223,97146113,460163774
2024-07-21,Canada,137283,155789,133095,199521721,163789012,97279208,460589941
2024-07-22,Canada,89628,121062,80851,199611349,163910074,97360059,460881482
2024-07-23,Canada,146950,78530,142547,199758299,163988604,97502606,461249509
2024-07-24,Canada,156182,118839,149742,199914481,164107443,97652348,461674272
2024-07-25,Canada,122928,55767,79243,200037409,164163210,97731591,461932210
2024-07-26,Canada,74926,60420,50680,200112335,164223630,97782271,462118236
2024-07-27,Canada,126168,134302,131327,200238503,164357932,97913598,462510033
2024-07-28,Canada,111695,173299,56071,200350198,164531231,97969669,462851098
2024-07-29,Canada,70649,50678,93188,200420847,164581909,98062857,463065613
2024-07-30,Canada,140032,56098,92038,200560879,164638007,98154895,463353781
2024-07-31,Canada,135423,114421,66804,200696302,164752428,98221699,463670429
2024-08-01,Canada,54274,164488,51937,200750576,164916916,98273636,463941128
2024-08-02,Canada,163369,111935,72334,200913945,165028851,98345970,464288766
2024-08-03,Canada,150221,167066,94327,201064166,165195917,98440297,464700380
2024-08-04,Canada,185103,53605,59757,201249269,165249522,98500054,464998845
2024-08-05,Canada,55337,54501,105791,201304606,165304023,98605845,465214474
2024-08-06,Canada,115116,50046,109868,201419722,165354069,98715713,465489504
2024-08-07,Canada,51792,78235,94834,201471514,165432304,98810547,465714365
2024-08-08,Canada,118287,109594,107745,201589801,165541898,98918292,466049991
2024-08-09,Canada,164128,134416,113037,201753929,165676314,99031329,466461572
2024-08-10,Canada,120287,96099,57601,201874216,165772413,99088930,466735559
2024-08-11,Canada,172254,103403,73079,202046470,165875816,99162009,467084295
2024-08-12,Canada,197674,53633,115143,202244144,165929449,99277152,467450745
2024-08-13,Canada,121650,42429,57435,202365794,165971878,99334587,467672259
2024-08-14,Canada,181694,130848,87460,202547488,166102726,99422047,468072261
2024-08-15,Canada,166578,146075,138039,202714066,166248801,99560086,468522953
2024-08-16,Canada,73673,95549,136008,202787739,166344350,99696094,468828183
2024-08-17,Canada,118780,54030,105366,202906519,166398380,99801460,469106359
2024-08-18,Canada,185764,172197,135785,203092283,166570577,99937245,469600105
2024-08-19,Canada,171581,57925,54816,203263864,166628502,99992061,469884427
