date,state,country,hospital_admissions,icu_admissions,ventilator_usage,available_beds,available_icu_beds
2024-03-20,Kerala,India,110,21,9,919,74
2024-03-20,Tamil Nadu,India,274,43,13,646,16
2024-03-20,Delhi,India,116,21,8,434,22
2024-03-20,Uttar Pradesh,India,141,24,11,992,49
2024-03-20,West Bengal,India,109,25,10,181,36
2024-03-20,Gujarat,India,150,27,9,357,89
2024-03-20,Rajasthan,India,250,42,16,796,64
2024-03-20,Madhya Pradesh,India,147,24,10,277,53
2024-03-21,Maharashtra,India,229,49,15,871,32
2024-03-21,Karnataka,India,65,14,6,891,29
2024-03-21,Kerala,India,141,22,6,277,75
2024-03-21,Tamil Nadu,India,269,62,19,396,74
2024-03-21,Delhi,India,101,18,5,261,69
2024-03-21,Uttar Pradesh,India,226,49,15,452,15
2024-03-21,West Bengal,India,127,27,8,237,48
2024-03-21,Gujarat,India,106,23,10,728,70
2024-03-21,Rajasthan,India,46,8,3,615,43
2024-03-21,Madhya Pradesh,India,143,27,10,715,72
2024-03-22,Maharashtra,India,72,13,4,746,82
2024-03-22,Karnataka,India,82,13,6,786,97
2024-03-22,Kerala,India,268,54,22,510,43
2024-03-22,Tamil Nadu,India,138,32,10,415,28
2024-03-22,Delhi,India,169,38,17,427,94
2024-03-22,Uttar Pradesh,India,105,17,5,438,30
2024-03-22,West Bengal,India,46,10,3,857,66
2024-03-22,Gujarat,India,230,52,16,870,63
2024-03-22,Rajasthan,India,229,53,20,348,22
2024-03-22,Madhya Pradesh,India,113,25,10,377,25
2024-03-23,Maharashtra,India,59,13,4,411,70
2024-03-23,Karnataka,India,46,8,3,200,65
2024-03-23,Kerala,India,27,6,2,862,15
2024-03-23,Tamil Nadu,India,197,30,13,970,35
2024-03-23,Delhi,India,211,38,12,268,89
2024-03-23,Uttar Pradesh,India,134,30,14,767,98
2024-03-23,West Bengal,India,48,9,3,499,59
2024-03-23,Gujarat,India,179,31,9,646,54
2024-03-23,Rajasthan,India,179,32,10,543,98
2024-03-23,Madhya Pradesh,India,133,22,9,583,63
2024-03-24,Maharashtra,India,61,10,3,340,85
2024-03-24,Karnataka,India,80,13,5,182,51
2024-03-24,Kerala,India,167,36,16,941,28
2024-03-24,Tamil Nadu,India,104,15,5,848,35
2024-03-24,Delhi,India,186,44,16,757,13
2024-03-24,Uttar Pradesh,India,171,36,14,910,15
2024-03-24,West Bengal,India,173,32,10,155,60
2024-03-24,Gujarat,India,125,25,10,275,58
2024-03-24,Rajasthan,India,149,22,9,971,39
2024-03-24,Madhya Pradesh,India,96,16,5,362,99
2024-03-25,Maharashtra,India,201,39,18,913,21
2024-03-25,Karnataka,India,117,23,9,446,90
2024-03-25,Kerala,India,89,16,6,858,42
2024-03-25,Tamil Nadu,India,120,24,7,833,61
2024-03-25,Delhi,India,219,35,16,117,38
2024-03-25,Uttar Pradesh,India,125,23,11,746,83
2024-03-25,West Bengal,India,141,34,10,370,53
2024-03-25,Gujarat,India,161,34,16,744,76
2024-03-25,Rajasthan,India,120,28,12,985,25
2024-03-25,Madhya Pradesh,India,246,48,23,650,13
2024-03-26,Maharashtra,India,228,48,17,774,14
2024-03-26,Karnataka,India,226,56,24,657,10
2024-03-26,Kerala,India,85,14,5,571,14
2024-03-26,Tamil Nadu,India,43,7,2,506,55
2024-03-26,Delhi,India,43,10,4,606,50
2024-03-26,Uttar Pradesh,India,256,41,15,837,22
2024-03-26,West Bengal,India,225,39,18,194,59
2024-03-26,Gujarat,India,112,18,7,853,71
2024-03-26,Rajasthan,India,155,30,10,420,43
2024-03-26,Madhya Pradesh,India,186,30,14,799,69
2024-03-27,Maharashtra,India,44,10,4,958,64
2024-03-27,Karnataka,India,175,40,13,441,93
2024-03-27,Kerala,India,128,26,11,837,78
2024-03-27,Tamil Nadu,India,114,23,7,387,40
2024-03-27,Delhi,India,69,12,4,676,38
2024-03-27,Uttar Pradesh,India,93,23,11,841,75
2024-03-27,West Bengal,India,232,43,19,663,45
2024-03-27,Gujarat,India,65,12,5,441,45
2024-03-27,Rajasthan,India,111,18,8,461,34
2024-03-27,Madhya Pradesh,India,163,30,14,216,55
2024-03-28,Maharashtra,India,200,47,22,370,91
2024-03-28,Karnataka,India,173,37,15,640,33
2024-03-28,Kerala,India,197,40,19,923,76
2024-03-28,Tamil Nadu,India,114,27,12,981,59
2024-03-28,Delhi,India,170,41,18,887,78
2024-03-28,Uttar Pradesh,India,212,52,25,358,92
2024-03-28,West Bengal,India,237,45,14,818,44
2024-03-28,Gujarat,India,111,18,6,756,45
2024-03-28,Rajasthan,India,31,5,1,942,73
2024-03-28,Madhya Pradesh,India,97,19,7,346,42
2024-03-29,Maharashtra,India,157,27,12,938,46
2024-03-29,Karnataka,India,47,8,2,655,40
2024-03-29,Kerala,India,66,13,5,214,77
2024-03-29,Tamil Nadu,India,66,11,5,734,13
2024-03-29,Delhi,India,149,31,14,349,20
2024-03-29,Uttar Pradesh,India,190,35,16,381,29
2024-03-29,West Bengal,India,146,35,12,383,71
2024-03-29,Gujarat,India,121,29,13,363,30
2024-03-29,Rajasthan,India,70,16,6,708,94
2024-03-29,Madhya Pradesh,India,140,25,8,676,61
2024-03-30,Maharashtra,India,92,14,4,342,76
2024-03-30,Karnataka,India,218,38,15,830,63
2024-03-30,Kerala,India,251,57,20,335,69
2024-03-30,Tamil Nadu,India,153,31,12,987,77
2024-03-30,Delhi,India,144,26,8,396,35
2024-03-30,Uttar Pradesh,India,86,19,6,891,62
2024-03-30,West Bengal,India,161,32,10,289,70
2024-03-30,Gujarat,India,146,30,14,126,96
2024-03-30,Rajasthan,India,35,7,2,233,33
2024-03-30,Madhya Pradesh,India,190,32,12,568,10
2024-03-31,Maharashtra,India,32,6,2,625,77
2024-03-31,Karnataka,India,144,27,11,697,23
2024-03-31,Kerala,India,194,36,17,279,34
2024-03-31,Tamil Nadu,India,252,43,12,264,43
2024-03-31,Delhi,India,236,51,17,817,43
2024-03-31,Uttar Pradesh,India,100,21,6,101,61
2024-03-31,West Bengal,India,213,49,17,612,60
2024-03-31,Gujarat,India,235,40,14,359,72
2024-03-31,Rajasthan,India,223,47,15,124,28
2024-03-31,Madhya Pradesh,India,68,16,7,781,59
2024-04-01,Maharashtra,India,47,9,3,907,57
2024-04-01,Karnataka,India,281,52,20,800,15
2024-04-01,Kerala,India,57,10,4,173,52
2024-04-01,Tamil Nadu,India,116,22,9,699,32
2024-04-01,Delhi,India,171,39,13,690,39
2024-04-01,Uttar Pradesh,India,23,4,1,201,81
2024-04-01,West Bengal,India,117,24,10,876,58
2024-04-01,Gujarat,India,179,28,9,834,75
2024-04-01,Rajasthan,India,91,15,6,861,60
2024-04-01,Madhya Pradesh,India,206,44,16,342,43
2024-04-02,Maharashtra,India,92,15,4,804,92
2024-04-02,Karnataka,India,231,39,13,447,32
2024-04-02,Kerala,India,150,33,14,216,54
2024-04-02,Tamil Nadu,India,102,20,7,566,23
2024-04-02,Delhi,India,44,10,4,944,49
2024-04-02,Uttar Pradesh,India,137,20,6,335,20
2024-04-02,West Bengal,India,178,36,15,261,77
2024-04-02,Gujarat,India,33,5,2,376,78
2024-04-02,Rajasthan,India,141,21,10,252,34
2024-04-02,Madhya Pradesh,India,97,16,6,842,94
2024-04-03,Maharashtra,India,107,17,7,993,70
2024-04-03,Karnataka,India,119,24,11,286,98
2024-04-03,Kerala,India,92,18,6,224,46
2024-04-03,Tamil Nadu,India,268,54,17,645,40
2024-04-03,Delhi,India,176,27,9,764,31
2024-04-03,Uttar Pradesh,India,86,16,6,702,33
2024-04-03,West Bengal,India,260,63,30,254,86
2024-04-03,Gujarat,India,223,48,21,744,15
2024-04-03,Rajasthan,India,97,17,7,712,33
2024-04-03,Madhya Pradesh,India,211,35,12,747,10
2024-04-04,Maharashtra,India,123,27,13,644,74
2024-04-04,Karnataka,India,215,37,11,664,79
2024-04-04,Kerala,India,227,37,13,130,44
2024-04-04,Tamil Nadu,India,136,28,10,137,25
2024-04-04,Delhi,India,230,39,13,173,40
2024-04-04,Uttar Pradesh,India,57,13,5,510,31
2024-04-04,West Bengal,India,232,57,24,751,16
2024-04-04,Gujarat,India,223,36,12,567,72
2024-04-04,Rajasthan,India,66,15,4,708,97
2024-04-04,Madhya Pradesh,India,65,12,4,898,39
2024-04-05,Maharashtra,India,89,21,10,181,50
2024-04-05,Karnataka,India,105,18,6,101,73
2024-04-05,Kerala,India,168,34,11,447,49
2024-04-05,Tamil Nadu,India,97,22,10,213,72
2024-04-05,Delhi,India,68,13,5,494,28
2024-04-05,Uttar Pradesh,India,276,47,21,967,59
2024-04-05,West Bengal,India,87,13,5,587,100
2024-04-05,Gujarat,India,284,69,26,137,31
2024-04-05,Rajasthan,India,266,53,23,492,47
2024-04-05,Madhya Pradesh,India,206,38,12,583,55
2024-04-06,Maharashtra,India,146,23,11,413,25
2024-04-06,Karnataka,India,274,50,20,124,36
2024-04-06,Kerala,India,67,13,5,697,20
2024-04-06,Tamil Nadu,India,221,35,15,490,74
2024-04-06,Delhi,India,40,9,4,132,60
2024-04-06,Uttar Pradesh,India,181,32,15,999,15
2024-04-06,West Bengal,India,71,13,4,294,58
2024-04-06,Gujarat,India,117,23,7,546,79
2024-04-06,Rajasthan,India,187,41,19,931,33
2024-04-06,Madhya Pradesh,India,22,3,1,755,34
2024-04-07,Maharashtra,India,219,52,18,853,25
2024-04-07,Karnataka,India,104,25,10,371,36
2024-04-07,Kerala,India,74,12,3,695,65
2024-04-07,Tamil Nadu,India,100,24,9,902,40
2024-04-07,Delhi,India,62,14,4,693,55
2024-04-07,Uttar Pradesh,India,155,34,10,270,79
2024-04-07,West Bengal,India,123,20,7,191,50
2024-04-07,Gujarat,India,186,38,12,390,67
2024-04-07,Rajasthan,India,220,39,11,306,15
2024-04-07,Madhya Pradesh,India,69,15,4,981,37
2024-04-08,Maharashtra,India,132,24,8,205,25
2024-04-08,Karnataka,India,180,40,13,678,40
2024-04-08,Kerala,India,251,54,17,370,72
2024-04-08,Tamil Nadu,India,226,56,21,642,82
2024-04-08,Delhi,India,164,30,10,412,66
2024-04-08,Uttar Pradesh,India,66,15,5,892,58
2024-04-08,West Bengal,India,183,42,13,361,100
2024-04-08,Gujarat,India,207,48,21,538,24
2024-04-08,Rajasthan,India,202,30,14,534,96
2024-04-08,Madhya Pradesh,India,171,30,11,980,37
2024-04-09,Maharashtra,India,97,15,4,462,47
2024-04-09,Karnataka,India,207,42,14,922,69
2024-04-09,Kerala,India,146,33,10,263,68
2024-04-09,Tamil Nadu,India,40,9,4,837,97
2024-04-09,Delhi,India,153,32,11,621,58
2024-04-09,Uttar Pradesh,India,153,28,11,817,60
2024-04-09,West Bengal,India,190,41,14,128,15
2024-04-09,Gujarat,India,61,9,2,756,75
2024-04-09,Rajasthan,India,224,35,13,862,93
2024-04-09,Madhya Pradesh,India,145,21,7,461,38
2024-04-10,Maharashtra,India,131,25,11,149,35
2024-04-10,Karnataka,India,81,17,5,262,67
2024-04-10,Kerala,India,90,14,6,517,45
2024-04-10,Tamil Nadu,India,224,36,16,928,17
2024-04-10,Delhi,India,172,31,9,923,21
2024-04-10,Uttar Pradesh,India,46,10,4,267,79
2024-04-10,West Bengal,India,72,14,6,530,57
2024-04-10,Gujarat,India,82,16,7,228,33
2024-04-10,Rajasthan,India,50,9,3,648,50
2024-04-10,Madhya Pradesh,India,194,33,13,123,57
2024-04-11,Maharashtra,India,244,58,20,488,78
2024-04-11,Karnataka,India,142,23,9,801,34
2024-04-11,Kerala,India,215,51,21,166,93
2024-04-11,Tamil Nadu,India,264,62,23,659,22
2024-04-11,Delhi,India,112,17,5,523,33
2024-04-11,Uttar Pradesh,India,141,24,7,396,43
2024-04-11,West Bengal,India,30,5,2,981,54
2024-04-11,Gujarat,India,89,20,6,776,63
2024-04-11,Rajasthan,India,136,29,8,812,75
2024-04-11,Madhya Pradesh,India,168,27,13,123,18
2024-04-12,Maharashtra,India,117,23,8,267,41
2024-04-12,Karnataka,India,194,36,11,677,51
2024-04-12,Kerala,India,57,8,3,602,48
2024-04-12,Tamil Nadu,India,81,19,6,753,20
2024-04-12,Delhi,India,91,19,6,942,71
2024-04-12,Uttar Pradesh,India,28,5,2,223,92
2024-04-12,West Bengal,India,23,4,1,423,58
2024-04-12,Gujarat,India,36,7,2,147,96
2024-04-12,Rajasthan,India,231,43,17,645,54
2024-04-12,Madhya Pradesh,India,66,12,5,297,88
2024-04-13,Maharashtra,India,71,16,7,377,63
2024-04-13,Karnataka,India,225,51,22,390,43
2024-04-13,Kerala,India,180,31,10,431,30
2024-04-13,Tamil Nadu,India,67,13,5,367,50
2024-04-13,Delhi,India,34,5,1,124,65
2024-04-13,Uttar Pradesh,India,133,29,12,521,79
2024-04-13,West Bengal,India,133,29,11,699,46
2024-04-13,Gujarat,India,89,22,9,916,45
2024-04-13,Rajasthan,India,194,43,20,364,30
2024-04-13,Madhya Pradesh,India,260,64,21,791,16
2024-04-14,Maharashtra,India,202,44,19,421,92
2024-04-14,Karnataka,India,123,25,8,897,21
2024-04-14,Kerala,India,202,34,11,828,58
2024-04-14,Tamil Nadu,India,30,4,1,955,42
2024-04-14,Delhi,India,183,30,13,766,78
2024-04-14,Uttar Pradesh,India,149,36,12,776,43
2024-04-14,West Bengal,India,82,17,6,630,45
2024-04-14,Gujarat,India,114,27,12,757,35
2024-04-14,Rajasthan,India,115,22,9,894,94
2024-04-14,Madhya Pradesh,India,42,7,3,948,96
2024-04-15,Maharashtra,India,29,4,1,343,31
2024-04-15,Karnataka,India,230,41,17,105,62
2024-04-15,Kerala,India,86,17,6,882,87
2024-04-15,Tamil Nadu,India,161,26,12,972,38
2024-04-15,Delhi,India,206,38,16,426,37
2024-04-15,Uttar Pradesh,India,197,42,16,216,35
2024-04-15,West Bengal,India,215,41,18,766,81
2024-04-15,Gujarat,India,82,19,7,169,23
2024-04-15,Rajasthan,India,179,41,17,523,18
2024-04-15,Madhya Pradesh,India,136,30,10,273,77
2024-04-16,Maharashtra,India,68,11,3,430,75
2024-04-16,Karnataka,India,60,9,3,680,85
2024-04-16,Kerala,India,93,22,10,442,92
2024-04-16,Tamil Nadu,India,68,12,4,382,42
2024-04-16,Delhi,India,186,31,15,592,74
2024-04-16,Uttar Pradesh,India,73,15,5,923,62
2024-04-16,West Bengal,India,94,14,5,125,16
2024-04-16,Gujarat,India,225,50,20,594,50
2024-04-16,Rajasthan,India,233,49,21,338,79
2024-04-16,Madhya Pradesh,India,175,43,18,104,32
2024-04-17,Maharashtra,India,151,25,12,709,15
2024-04-17,Karnataka,India,56,9,3,949,81
2024-04-17,Kerala,India,110,21,10,718,51
2024-04-17,Tamil Nadu,India,66,10,3,699,67
2024-04-17,Delhi,India,191,44,15,631,84
2024-04-17,Uttar Pradesh,India,265,42,13,144,54
2024-04-17,West Bengal,India,40,6,2,889,47
2024-04-17,Gujarat,India,127,31,11,595,53
2024-04-17,Rajasthan,India,82,14,4,994,69
2024-04-17,Madhya Pradesh,India,35,6,2,212,72
2024-04-18,Maharashtra,India,48,11,4,185,27
2024-04-18,Karnataka,India,127,27,12,340,93
2024-04-18,Kerala,India,121,26,8,148,28
2024-04-18,Tamil Nadu,India,63,11,4,815,21
2024-04-18,Delhi,India,159,26,12,121,12
2024-04-18,Uttar Pradesh,India,241,54,26,542,72
2024-04-18,West Bengal,India,123,26,10,223,75
2024-04-18,Gujarat,India,218,52,22,392,58
2024-04-18,Rajasthan,India,47,7,3,856,92
2024-04-18,Madhya Pradesh,India,58,14,5,719,30
2024-04-19,Maharashtra,India,201,43,16,372,85
2024-04-19,Karnataka,India,58,14,5,867,20
2024-04-19,Kerala,India,72,17,7,500,46
2024-04-19,Tamil Nadu,India,234,52,24,782,36
2024-04-19,Delhi,India,178,32,15,162,58
2024-04-19,Uttar Pradesh,India,176,31,14,589,90
2024-04-19,West Bengal,India,149,22,9,363,46
2024-04-19,Gujarat,India,219,50,19,634,31
2024-04-19,Rajasthan,India,147,22,10,853,14
2024-04-19,Madhya Pradesh,India,88,14,4,435,18
2024-04-20,Maharashtra,India,29,4,1,835,69
2024-04-20,Karnataka,India,231,54,25,946,42
2024-04-20,Kerala,India,220,48,18,148,43
2024-04-20,Tamil Nadu,India,81,15,6,866,19
2024-04-20,Delhi,India,196,34,11,162,50
2024-04-20,Uttar Pradesh,India,200,31,11,116,72
2024-04-20,West Bengal,India,148,23,8,938,49
2024-04-20,Gujarat,India,137,31,9,830,75
2024-04-20,Rajasthan,India,231,41,18,775,14
2024-04-20,Madhya Pradesh,India,152,35,11,354,67
2024-04-21,Maharashtra,India,31,7,3,625,46
2024-04-21,Karnataka,India,126,21,7,146,14
2024-04-21,Kerala,India,38,6,2,601,75
2024-04-21,Tamil Nadu,India,68,12,4,279,77
2024-04-21,Delhi,India,185,32,14,427,12
2024-04-21,Uttar Pradesh,India,165,26,8,758,24
2024-04-21,West Bengal,India,71,12,3,384,60
2024-04-21,Gujarat,India,173,40,15,692,34
2024-04-21,Rajasthan,India,43,8,2,910,53
2024-04-21,Madhya Pradesh,India,44,10,4,725,11
2024-04-22,Maharashtra,India,55,13,5,417,25
2024-04-22,Karnataka,India,159,35,13,986,100
2024-04-22,Kerala,India,254,42,16,309,56
2024-04-22,Tamil Nadu,India,198,49,20,409,62
2024-04-22,Delhi,India,230,36,10,968,95
2024-04-22,Uttar Pradesh,India,189,42,20,197,23
2024-04-22,West Bengal,India,79,19,7,550,70
2024-04-22,Gujarat,India,128,21,7,481,19
2024-04-22,Rajasthan,India,49,11,5,788,67
2024-04-22,Madhya Pradesh,India,124,26,12,472,58
2024-04-23,Maharashtra,India,42,6,2,594,82
2024-04-23,Karnataka,India,222,54,26,698,42
2024-04-23,Kerala,India,70,15,5,635,39
2024-04-23,Tamil Nadu,India,164,25,9,801,54
2024-04-23,Delhi,India,33,7,2,565,99
2024-04-23,Uttar Pradesh,India,71,13,4,220,69
2024-04-23,West Bengal,India,35,7,2,565,77
2024-04-23,Gujarat,India,234,49,17,197,61
2024-04-23,Rajasthan,India,53,12,4,538,14
2024-04-23,Madhya Pradesh,India,118,26,10,960,83
2024-04-24,Maharashtra,India,66,15,6,838,77
2024-04-24,Karnataka,India,243,42,16,107,82
2024-04-24,Kerala,India,87,16,6,182,85
2024-04-24,Tamil Nadu,India,64,15,5,526,73
2024-04-24,Delhi,India,89,18,5,771,84
2024-04-24,Uttar Pradesh,India,135,26,8,212,68
2024-04-24,West Bengal,India,238,40,19,995,14
2024-04-24,Gujarat,India,60,14,4,505,92
2024-04-24,Rajasthan,India,235,37,12,561,76
2024-04-24,Madhya Pradesh,India,202,42,14,765,74
2024-04-25,Maharashtra,India,167,34,15,599,23
2024-04-25,Karnataka,India,120,18,5,478,94
2024-04-25,Kerala,India,87,19,8,371,78
2024-04-25,Tamil Nadu,India,113,20,9,905,50
2024-04-25,Delhi,India,100,24,8,190,58
2024-04-25,Uttar Pradesh,India,61,13,5,625,52
2024-04-25,West Bengal,India,180,32,14,842,16
2024-04-25,Gujarat,India,237,48,22,237,98
2024-04-25,Rajasthan,India,280,67,27,982,34
2024-04-25,Madhya Pradesh,India,251,51,19,837,25
2024-04-26,Maharashtra,India,91,15,7,622,95
2024-04-26,Karnataka,India,134,32,10,252,95
2024-04-26,Kerala,India,205,33,12,724,62
2024-04-26,Tamil Nadu,India,87,14,6,505,70
2024-04-26,Delhi,India,220,50,20,185,60
2024-04-26,Uttar Pradesh,India,242,50,21,174,37
2024-04-26,West Bengal,India,77,13,4,678,88
2024-04-26,Gujarat,India,236,38,17,427,79
2024-04-26,Rajasthan,India,271,60,25,383,61
2024-04-26,Madhya Pradesh,India,120,22,7,815,44
2024-04-27,Maharashtra,India,205,47,23,725,48
2024-04-27,Karnataka,India,55,9,3,216,55
2024-04-27,Kerala,India,97,22,8,639,57
2024-04-27,Tamil Nadu,India,172,31,14,474,21
2024-04-27,Delhi,India,224,35,16,238,15
2024-04-27,Uttar Pradesh,India,28,6,2,732,67
2024-04-27,West Bengal,India,128,31,10,868,86
2024-04-27,Gujarat,India,249,43,18,709,81
2024-04-27,Rajasthan,India,86,17,5,908,75
2024-04-27,Madhya Pradesh,India,140,34,13,700,77
2024-04-28,Maharashtra,India,146,26,10,545,67
2024-04-28,Karnataka,India,167,30,12,240,83
2024-04-28,Kerala,India,167,34,11,988,70
2024-04-28,Tamil Nadu,India,229,49,24,473,88
2024-04-28,Delhi,India,106,21,6,951,48
2024-04-28,Uttar Pradesh,India,64,10,4,444,67
2024-04-28,West Bengal,India,148,28,13,710,34
2024-04-28,Gujarat,India,228,38,16,620,93
2024-04-28,Rajasthan,India,114,18,5,754,71
2024-04-28,Madhya Pradesh,India,170,38,18,993,52
2024-04-29,Maharashtra,India,34,6,2,485,64
2024-04-29,Karnataka,India,147,36,11,913,51
2024-04-29,Kerala,India,183,45,13,214,88
2024-04-29,Tamil Nadu,India,133,29,14,461,31
2024-04-29,Delhi,India,206,34,14,326,32
2024-04-29,Uttar Pradesh,India,118,17,6,584,88
2024-04-29,West Bengal,India,164,28,9,271,41
2024-04-29,Gujarat,India,50,11,4,591,97
2024-04-29,Rajasthan,India,278,52,24,730,36
2024-04-29,Madhya Pradesh,India,69,14,6,600,77
2024-04-30,Maharashtra,India,92,16,6,515,97
2024-04-30,Karnataka,India,45,8,2,896,48
2024-04-30,Kerala,India,183,43,18,410,58
2024-04-30,Tamil Nadu,India,292,47,15,789,36
2024-04-30,Delhi,India,49,10,3,751,68
2024-04-30,Uttar Pradesh,India,89,16,7,491,34
2024-04-30,West Bengal,India,195,31,14,453,33
2024-04-30,Gujarat,India,88,14,5,507,75
2024-04-30,Rajasthan,India,202,45,14,103,38
2024-04-30,Madhya Pradesh,India,206,36,14,751,98
2024-05-01,Maharashtra,India,144,25,11,125,43
2024-05-01,Karnataka,India,160,32,13,374,11
2024-05-01,Kerala,India,134,27,10,115,26
2024-05-01,Tamil Nadu,India,212,38,17,665,70
2024-05-01,Delhi,India,120,19,7,848,42
2024-05-01,Uttar Pradesh,India,265,57,20,246,29
2024-05-01,West Bengal,India,189,42,13,837,36
2024-05-01,Gujarat,India,161,25,12,652,97
2024-05-01,Rajasthan,India,132,22,9,943,47
2024-05-01,Madhya Pradesh,India,185,39,14,262,89
2024-05-02,Maharashtra,India,217,38,13,161,36
2024-05-02,Karnataka,India,220,50,15,240,41
2024-05-02,Kerala,India,44,7,3,608,46
2024-05-02,Tamil Nadu,India,150,37,11,432,100
2024-05-02,Delhi,India,215,41,14,541,41
2024-05-02,Uttar Pradesh,India,185,43,16,520,20
2024-05-02,West Bengal,India,259,55,23,596,91
2024-05-02,Gujarat,India,46,7,2,855,83
2024-05-02,Rajasthan,India,289,52,25,218,100
2024-05-02,Madhya Pradesh,India,107,24,10,448,38
2024-05-03,Maharashtra,India,190,45,16,919,54
2024-05-03,Karnataka,India,80,16,7,155,72
2024-05-03,Kerala,India,210,38,12,376,12
2024-05-03,Tamil Nadu,India,250,46,14,566,37
2024-05-03,Delhi,India,207,44,15,171,40
2024-05-03,Uttar Pradesh,India,108,19,6,101,65
2024-05-03,West Bengal,India,152,33,10,272,70
2024-05-03,Gujarat,India,76,17,7,504,77
2024-05-03,Rajasthan,India,97,16,5,909,96
2024-05-03,Madhya Pradesh,India,184,45,18,564,85
2024-05-04,Maharashtra,India,184,39,15,587,13
2024-05-04,Karnataka,India,225,46,17,723,86
2024-05-04,Kerala,India,128,29,10,419,74
2024-05-04,Tamil Nadu,India,180,33,15,385,88
2024-05-04,Delhi,India,144,27,8,290,19
2024-05-04,Uttar Pradesh,India,124,27,9,770,15
2024-05-04,West Bengal,India,231,50,17,709,15
2024-05-04,Gujarat,India,239,47,23,354,45
2024-05-04,Rajasthan,India,118,25,12,393,93
2024-05-04,Madhya Pradesh,India,111,23,9,811,55
2024-05-05,Maharashtra,India,63,13,4,385,47
2024-05-05,Karnataka,India,108,17,7,835,79
2024-05-05,Kerala,India,47,8,2,198,21
2024-05-05,Tamil Nadu,India,256,45,17,665,81
2024-05-05,Delhi,India,117,18,6,162,16
2024-05-05,Uttar Pradesh,India,116,26,12,322,29
2024-05-05,West Bengal,India,166,29,14,510,29
2024-05-05,Gujarat,India,182,28,8,251,64
2024-05-05,Rajasthan,India,169,29,9,225,19
2024-05-05,Madhya Pradesh,India,82,18,6,981,94
2024-05-06,Maharashtra,India,243,39,15,469,44
2024-05-06,Karnataka,India,211,38,15,609,82
2024-05-06,Kerala,India,154,31,15,862,95
2024-05-06,Tamil Nadu,India,197,48,20,729,41
2024-05-06,Delhi,India,90,13,5,299,11
2024-05-06,Uttar Pradesh,India,92,18,6,485,23
2024-05-06,West Bengal,India,212,52,20,641,77
2024-05-06,Gujarat,India,136,33,14,343,75
2024-05-06,Rajasthan,India,190,44,17,302,62
2024-05-06,Madhya Pradesh,India,188,44,19,726,74
2024-05-07,Maharashtra,India,98,18,7,726,74
2024-05-07,Karnataka,India,171,31,11,673,18
2024-05-07,Kerala,India,221,50,23,592,100
2024-05-07,Tamil Nadu,India,193,30,11,845,90
2024-05-07,Delhi,India,201,35,11,177,39
2024-05-07,Uttar Pradesh,India,96,21,10,502,10
2024-05-07,West Bengal,India,145,32,11,882,62
2024-05-07,Gujarat,India,164,39,17,350,36
2024-05-07,Rajasthan,India,87,21,8,131,83
2024-05-07,Madhya Pradesh,India,170,29,11,272,96
2024-05-08,Maharashtra,India,145,25,11,658,85
2024-05-08,Karnataka,India,169,37,12,708,81
2024-05-08,Kerala,India,202,42,20,926,76
2024-05-08,Tamil Nadu,India,193,42,16,721,63
2024-05-08,Delhi,India,110,17,7,309,40
2024-05-08,Uttar Pradesh,India,201,38,16,462,37
2024-05-08,West Bengal,India,52,8,3,204,65
2024-05-08,Gujarat,India,26,4,1,718,22
2024-05-08,Rajasthan,India,152,26,12,982,85
2024-05-08,Madhya Pradesh,India,83,19,7,854,35
2024-05-09,Maharashtra,India,95,16,6,685,88
2024-05-09,Karnataka,India,74,14,4,359,60
2024-05-09,Kerala,India,213,42,15,195,25
2024-05-09,Tamil Nadu,India,187,36,12,844,100
2024-05-09,Delhi,India,213,48,23,109,59
2024-05-09,Uttar Pradesh,India,101,17,7,774,91
2024-05-09,West Bengal,India,189,46,22,319,100
2024-05-09,Gujarat,India,79,14,6,114,77
2024-05-09,Rajasthan,India,39,7,3,900,36
2024-05-09,Madhya Pradesh,India,222,36,14,603,72
2024-05-10,Maharashtra,India,101,22,8,107,68
2024-05-10,Karnataka,India,250,52,18,888,40
2024-05-10,Kerala,India,32,6,2,712,62
2024-05-10,Tamil Nadu,India,104,24,8,643,86
2024-05-10,Delhi,India,77,17,7,823,50
2024-05-10,Uttar Pradesh,India,164,30,10,804,29
2024-05-10,West Bengal,India,59,11,4,850,89
2024-05-10,Gujarat,India,225,48,16,515,24
2024-05-10,Rajasthan,India,33,6,2,622,60
2024-05-10,Madhya Pradesh,India,55,10,3,828,11
2024-05-11,Maharashtra,India,106,20,7,311,92
2024-05-11,Karnataka,India,141,35,17,150,63
2024-05-11,Kerala,India,59,8,2,367,61
2024-05-11,Tamil Nadu,India,43,7,3,871,10
2024-05-11,Delhi,India,197,42,19,270,54
2024-05-11,Uttar Pradesh,India,267,54,18,268,18
2024-05-11,West Bengal,India,120,25,9,145,62
2024-05-11,Gujarat,India,128,30,14,246,65
2024-05-11,Rajasthan,India,156,25,9,325,35
2024-05-11,Madhya Pradesh,India,109,26,11,828,56
2024-05-12,Maharashtra,India,66,12,4,201,94
2024-05-12,Karnataka,India,301,58,27,322,70
2024-05-12,Kerala,India,221,40,19,486,86
2024-05-12,Tamil Nadu,India,213,44,18,668,35
2024-05-12,Delhi,India,182,29,8,161,44
2024-05-12,Uttar Pradesh,India,133,27,11,605,11
