date,country,daily_cases,daily_deaths,daily_recovered,cumulative_cases,cumulative_deaths,cumulative_recovered,active_cases
2023-03-14,Mexico,2968,64,2716,2250965,55391,2077456,118118
2023-03-15,Mexico,3988,117,3669,2254953,55508,2081125,118320
2023-03-16,Mexico,3620,103,3391,2258573,55611,2084516,118446
2023-03-17,Mexico,3924,91,3713,2262497,55702,2088229,118566
2023-03-18,Mexico,3090,65,2788,2265587,55767,2091017,118803
2023-03-19,Mexico,3660,101,3462,2269247,55868,2094479,118900
2023-03-20,Mexico,4151,91,3819,2273398,55959,2098298,119141
2023-03-21,Mexico,2639,60,2387,2276037,56019,2100685,119333
2023-03-22,Mexico,4437,109,4096,2280474,56128,2104781,119565
2023-03-23,Mexico,4461,100,4117,2284935,56228,2108898,119809
2023-03-24,Mexico,2873,60,2716,2287808,56288,2111614,119906
2023-03-25,Mexico,3688,97,3486,2291496,56385,2115100,120011
2023-03-26,Mexico,4467,109,4030,2295963,56494,2119130,120339
2023-03-27,Mexico,2903,81,2754,2298866,56575,2121884,120407
2023-03-28,Mexico,4459,89,4059,2303325,56664,2125943,120718
2023-03-29,Mexico,3705,101,3449,2307030,56765,2129392,120873
2023-03-30,Mexico,3729,102,3465,2310759,56867,2132857,121035
2023-03-31,Mexico,4085,109,3764,2314844,56976,2136621,121247
2023-04-01,Mexico,4660,96,4327,2319504,57072,2140948,121484
2023-04-02,Mexico,4465,131,4163,2323969,57203,2145111,121655
2023-04-03,Mexico,4161,106,3767,2328130,57309,2148878,121943
2023-04-04,Mexico,2983,86,2711,2331113,57395,2151589,122129
2023-04-05,Mexico,4146,110,3857,2335259,57505,2155446,122308
2023-04-06,Mexico,2844,79,2574,2338103,57584,2158020,122499
2023-04-07,Mexico,3072,80,2900,2341175,57664,2160920,122591
2023-04-08,Mexico,3527,80,3213,2344702,57744,2164133,122825
2023-04-09,Mexico,2804,60,2525,2347506,57804,2166658,123044
2023-04-10,Mexico,2726,61,2457,2350232,57865,2169115,123252
2023-04-11,Mexico,4228,117,3841,2354460,57982,2172956,123522
2023-04-12,Mexico,4940,124,4485,2359400,58106,2177441,123853
2023-04-13,Mexico,3429,98,3192,2362829,58204,2180633,123992
2023-04-14,Mexico,3911,115,3620,2366740,58319,2184253,124168
2023-04-15,Mexico,4863,132,4584,2371603,58451,2188837,124315
2023-04-16,Mexico,2899,66,2667,2374502,58517,2191504,124481
2023-04-17,Mexico,4381,105,4032,2378883,58622,2195536,124725
2023-04-18,Mexico,3373,95,3081,2382256,58717,2198617,124922
2023-04-19,Mexico,4346,127,3935,2386602,58844,2202552,125206
2023-04-20,Mexico,4214,87,3953,2390816,58931,2206505,125380
2023-04-21,Mexico,3720,106,3464,2394536,59037,2209969,125530
2023-04-22,Mexico,4020,119,3679,2398556,59156,2213648,125752
2023-04-23,Mexico,5019,121,4518,2403575,59277,2218166,126132
2023-04-24,Mexico,3206,64,3000,2406781,59341,2221166,126274
2023-04-25,Mexico,3367,86,3057,2410148,59427,2224223,126498
2023-04-26,Mexico,5002,116,4535,2415150,59543,2228758,126849
2023-04-27,Mexico,4372,118,4045,2419522,59661,2232803,127058
2023-04-28,Mexico,4801,129,4345,2424323,59790,2237148,127385
2023-04-29,Mexico,3249,66,3020,2427572,59856,2240168,127548
2023-04-30,Mexico,5084,147,4597,2432656,60003,2244765,127888
2023-05-01,Mexico,4629,123,4373,2437285,60126,2249138,128021
2023-05-02,Mexico,4694,103,4226,2441979,60229,2253364,128386
2023-05-03,Mexico,3298,79,3006,2445277,60308,2256370,128599
2023-05-04,Mexico,5217,140,4850,2450494,60448,2261220,128826
2023-05-05,Mexico,4108,88,3846,2454602,60536,2265066,129000
2023-05-06,Mexico,3106,89,2949,2457708,60625,2268015,129068
2023-05-07,Mexico,5436,153,5132,2463144,60778,2273147,129219
2023-05-08,Mexico,2998,65,2732,2466142,60843,2275879,129420
2023-05-09,Mexico,3974,99,3730,2470116,60942,2279609,129565
2023-05-10,Mexico,5578,143,5098,2475694,61085,2284707,129902
2023-05-11,Mexico,3168,64,2976,2478862,61149,2287683,130030
2023-05-12,Mexico,4003,112,3740,2482865,61261,2291423,130181
2023-05-13,Mexico,3564,97,3336,2486429,61358,2294759,130312
2023-05-14,Mexico,4647,104,4338,2491076,61462,2299097,130517
2023-05-15,Mexico,3904,91,3670,2494980,61553,2302767,130660
2023-05-16,Mexico,5702,135,5154,2500682,61688,2307921,131073
2023-05-17,Mexico,3787,96,3452,2504469,61784,2311373,131312
2023-05-18,Mexico,5660,161,5170,2510129,61945,2316543,131641
2023-05-19,Mexico,5287,142,4883,2515416,62087,2321426,131903
2023-05-20,Mexico,3933,97,3682,2519349,62184,2325108,132057
2023-05-21,Mexico,3151,65,2965,2522500,62249,2328073,132178
2023-05-22,Mexico,4749,111,4463,2527249,62360,2332536,132353
2023-05-23,Mexico,3921,112,3677,2531170,62472,2336213,132485
2023-05-24,Mexico,5836,154,5278,2537006,62626,2341491,132889
2023-05-25,Mexico,3562,80,3262,2540568,62706,2344753,133109
2023-05-26,Mexico,5456,131,4934,2546024,62837,2349687,133500
2023-05-27,Mexico,4798,135,4532,2550822,62972,2354219,133631
2023-05-28,Mexico,5271,138,4940,2556093,63110,2359159,133824
2023-05-29,Mexico,4334,102,4082,2560427,63212,2363241,133974
2023-05-30,Mexico,4481,96,4121,2564908,63308,2367362,134238
2023-05-31,Mexico,5043,101,4629,2569951,63409,2371991,134551
2023-06-01,Mexico,4870,139,4451,2574821,63548,2376442,134831
2023-06-02,Mexico,4652,98,4237,2579473,63646,2380679,135148
2023-06-03,Mexico,3967,95,3623,2583440,63741,2384302,135397
2023-06-04,Mexico,3397,83,3216,2586837,63824,2387518,135495
2023-06-05,Mexico,5857,146,5462,2592694,63970,2392980,135744
2023-06-06,Mexico,3738,97,3541,2596432,64067,2396521,135844
2023-06-07,Mexico,5423,143,5016,2601855,64210,2401537,136108
2023-06-08,Mexico,6050,149,5596,2607905,64359,2407133,136413
2023-06-09,Mexico,5268,149,4741,2613173,64508,2411874,136791
2023-06-10,Mexico,5391,142,4891,2618564,64650,2416765,137149
2023-06-11,Mexico,5771,148,5219,2624335,64798,2421984,137553
2023-06-12,Mexico,5772,118,5432,2630107,64916,2427416,137775
2023-06-13,Mexico,3781,104,3460,2633888,65020,2430876,137992
2023-06-14,Mexico,3380,73,3045,2637268,65093,2433921,138254
2023-06-15,Mexico,3883,94,3560,2641151,65187,2437481,138483
2023-06-16,Mexico,4703,133,4418,2645854,65320,2441899,138635
2023-06-17,Mexico,4920,115,4479,2650774,65435,2446378,138961
2023-06-18,Mexico,6134,176,5675,2656908,65611,2452053,139244
2023-06-19,Mexico,5197,144,4877,2662105,65755,2456930,139420
2023-06-20,Mexico,3554,106,3340,2665659,65861,2460270,139528
2023-06-21,Mexico,5698,131,5288,2671357,65992,2465558,139807
2023-06-22,Mexico,4776,129,4503,2676133,66121,2470061,139951
2023-06-23,Mexico,5568,118,5060,2681701,66239,2475121,140341
2023-06-24,Mexico,4120,110,3859,2685821,66349,2478980,140492
2023-06-25,Mexico,3892,81,3654,2689713,66430,2482634,140649
2023-06-26,Mexico,4982,114,4597,2694695,66544,2487231,140920
2023-06-27,Mexico,4519,98,4194,2699214,66642,2491425,141147
2023-06-28,Mexico,3835,109,3585,2703049,66751,2495010,141288
2023-06-29,Mexico,4249,105,3959,2707298,66856,2498969,141473
2023-06-30,Mexico,3445,92,3120,2710743,66948,2502089,141706
2023-07-01,Mexico,5914,166,5598,2716657,67114,2507687,141856
2023-07-02,Mexico,5366,138,4988,2722023,67252,2512675,142096
2023-07-03,Mexico,5224,122,4713,2727247,67374,2517388,142485
2023-07-04,Mexico,4189,93,3945,2731436,67467,2521333,142636
2023-07-05,Mexico,5288,138,4838,2736724,67605,2526171,142948
2023-07-06,Mexico,3578,80,3376,2740302,67685,2529547,143070
2023-07-07,Mexico,5307,139,4941,2745609,67824,2534488,143297
2023-07-08,Mexico,3568,107,3367,2749177,67931,2537855,143391
2023-07-09,Mexico,5255,154,4745,2754432,68085,2542600,143747
2023-07-10,Mexico,6009,134,5692,2760441,68219,2548292,143930
2023-07-11,Mexico,4068,121,3819,2764509,68340,2552111,144058
2023-07-12,Mexico,5725,114,5393,2770234,68454,2557504,144276
2023-07-13,Mexico,4024,88,3639,2774258,68542,2561143,144573
2023-07-14,Mexico,4666,117,4255,2778924,68659,2565398,144867
2023-07-15,Mexico,5155,138,4787,2784079,68797,2570185,145097
2023-07-16,Mexico,5998,161,5583,2790077,68958,2575768,145351
2023-07-17,Mexico,5996,142,5612,2796073,69100,2581380,145593
2023-07-18,Mexico,4594,118,4290,2800667,69218,2585670,145779
2023-07-19,Mexico,5144,105,4659,2805811,69323,2590329,146159
2023-07-20,Mexico,5517,159,5029,2811328,69482,2595358,146488
2023-07-21,Mexico,3924,82,3647,2815252,69564,2599005,146683
2023-07-22,Mexico,5738,135,5242,2820990,69699,2604247,147044
2023-07-23,Mexico,6152,160,5749,2827142,69859,2609996,147287
2023-07-24,Mexico,4275,121,3931,2831417,69980,2613927,147510
2023-07-25,Mexico,4792,138,4421,2836209,70118,2618348,147743
2023-07-26,Mexico,5630,130,5170,2841839,70248,2623518,148073
2023-07-27,Mexico,5779,143,5411,2847618,70391,2628929,148298
2023-07-28,Mexico,4532,122,4192,2852150,70513,2633121,148516
2023-07-29,Mexico,4722,95,4433,2856872,70608,2637554,148710
2023-07-30,Mexico,4927,132,4658,2861799,70740,2642212,148847
2023-07-31,Mexico,3615,98,3269,2865414,70838,2645481,149095
2023-08-01,Mexico,6320,138,5937,2871734,70976,2651418,149340
2023-08-02,Mexico,5037,129,4702,2876771,71105,2656120,149546
2023-08-03,Mexico,4821,99,4552,2881592,71204,2660672,149716
2023-08-04,Mexico,6104,137,5550,2887696,71341,2666222,150133
2023-08-05,Mexico,3804,94,3564,2891500,71435,2669786,150279
2023-08-06,Mexico,5175,118,4754,2896675,71553,2674540,150582
2023-08-07,Mexico,4609,137,4207,2901284,71690,2678747,150847
2023-08-08,Mexico,5441,140,5020,2906725,71830,2683767,151128
2023-08-09,Mexico,5126,147,4762,2911851,71977,2688529,151345
2023-08-10,Mexico,4608,104,4168,2916459,72081,2692697,151681
2023-08-11,Mexico,5421,148,5137,2921880,72229,2697834,151817
2023-08-12,Mexico,5190,122,4893,2927070,72351,2702727,151992
2023-08-13,Mexico,4270,87,3984,2931340,72438,2706711,152191
2023-08-14,Mexico,4476,102,4080,2935816,72540,2710791,152485
2023-08-15,Mexico,4354,125,3980,2940170,72665,2714771,152734
2023-08-16,Mexico,6152,137,5563,2946322,72802,2720334,153186
2023-08-17,Mexico,6151,169,5643,2952473,72971,2725977,153525
2023-08-18,Mexico,5080,131,4720,2957553,73102,2730697,153754
2023-08-19,Mexico,6140,161,5533,2963693,73263,2736230,154200
2023-08-20,Mexico,4600,132,4361,2968293,73395,2740591,154307
2023-08-21,Mexico,4196,89,3889,2972489,73484,2744480,154525
2023-08-22,Mexico,3690,92,3488,2976179,73576,2747968,154635
2023-08-23,Mexico,5847,154,5324,2982026,73730,2753292,155004
2023-08-24,Mexico,4533,96,4084,2986559,73826,2757376,155357
2023-08-25,Mexico,5382,136,4980,2991941,73962,2762356,155623
2023-08-26,Mexico,4193,89,3798,2996134,74051,2766154,155929
2023-08-27,Mexico,4380,92,4087,3000514,74143,2770241,156130
2023-08-28,Mexico,3713,93,3377,3004227,74236,2773618,156373
2023-08-29,Mexico,5441,120,5088,3009668,74356,2778706,156606
2023-08-30,Mexico,4960,137,4578,3014628,74493,2783284,156851
2023-08-31,Mexico,5463,110,5173,3020091,74603,2788457,157031
2023-09-01,Mexico,4641,98,4206,3024732,74701,2792663,157368
2023-09-02,Mexico,3533,79,3238,3028265,74780,2795901,157584
2023-09-03,Mexico,4956,105,4640,3033221,74885,2800541,157795
2023-09-04,Mexico,5762,161,5230,3038983,75046,2805771,158166
2023-09-05,Mexico,5338,138,4970,3044321,75184,2810741,158396
2023-09-06,Mexico,5013,128,4665,3049334,75312,2815406,158616
2023-09-07,Mexico,5841,153,5489,3055175,75465,2820895,158815
2023-09-08,Mexico,5532,150,5149,3060707,75615,2826044,159048
2023-09-09,Mexico,4854,138,4462,3065561,75753,2830506,159302
2023-09-10,Mexico,3871,112,3676,3069432,75865,2834182,159385
2023-09-11,Mexico,5629,145,5278,3075061,76010,2839460,159591
2023-09-12,Mexico,5358,141,4942,3080419,76151,2844402,159866
2023-09-13,Mexico,3494,92,3208,3083913,76243,2847610,160060
2023-09-14,Mexico,6162,125,5790,3090075,76368,2853400,160307
2023-09-15,Mexico,5794,126,5313,3095869,76494,2858713,160662
2023-09-16,Mexico,5318,156,4792,3101187,76650,2863505,161032
2023-09-17,Mexico,4159,120,3782,3105346,76770,2867287,161289
2023-09-18,Mexico,5422,119,4911,3110768,76889,2872198,161681
2023-09-19,Mexico,4399,109,4154,3115167,76998,2876352,161817
2023-09-20,Mexico,4766,114,4431,3119933,77112,2880783,162038
2023-09-21,Mexico,3971,96,3683,3123904,77208,2884466,162230
2023-09-22,Mexico,4997,146,4586,3128901,77354,2889052,162495
2023-09-23,Mexico,3398,96,3110,3132299,77450,2892162,162687
2023-09-24,Mexico,5224,117,4775,3137523,77567,2896937,163019
2023-09-25,Mexico,4504,101,4131,3142027,77668,2901068,163291
2023-09-26,Mexico,4089,114,3858,3146116,77782,2904926,163408
2023-09-27,Mexico,4988,110,4658,3151104,77892,2909584,163628
2023-09-28,Mexico,5832,123,5259,3156936,78015,2914843,164078
2023-09-29,Mexico,3723,75,3383,3160659,78090,2918226,164343
2023-09-30,Mexico,3409,75,3166,3164068,78165,2921392,164511
2023-10-01,Mexico,5866,125,5295,3169934,78290,2926687,164957
2023-10-02,Mexico,4433,110,4004,3174367,78400,2930691,165276
2023-10-03,Mexico,4191,103,3783,3178558,78503,2934474,165581
2023-10-04,Mexico,4251,90,3922,3182809,78593,2938396,165820
2023-10-05,Mexico,3404,72,3134,3186213,78665,2941530,166018
2023-10-06,Mexico,4678,115,4439,3190891,78780,2945969,166142
2023-10-07,Mexico,4952,127,4552,3195843,78907,2950521,166415
2023-10-08,Mexico,3176,71,2891,3199019,78978,2953412,166629
2023-10-09,Mexico,4566,134,4324,3203585,79112,2957736,166737
2023-10-10,Mexico,3174,81,2929,3206759,79193,2960665,166901
2023-10-11,Mexico,3775,106,3497,3210534,79299,2964162,167073
2023-10-12,Mexico,5794,143,5413,3216328,79442,2969575,167311
2023-10-13,Mexico,4832,126,4368,3221160,79568,2973943,167649
2023-10-14,Mexico,5701,139,5187,3226861,79707,2979130,168024
2023-10-15,Mexico,5736,134,5214,3232597,79841,2984344,168412
2023-10-16,Mexico,5073,106,4792,3237670,79947,2989136,168587
2023-10-17,Mexico,3344,81,3139,3241014,80028,2992275,168711
2023-10-18,Mexico,3529,88,3348,3244543,80116,2995623,168804
2023-10-19,Mexico,3139,68,2957,3247682,80184,2998580,168918
2023-10-20,Mexico,4583,113,4228,3252265,80297,3002808,169160
2023-10-21,Mexico,3097,68,2819,3255362,80365,3005627,169370
2023-10-22,Mexico,3974,110,3650,3259336,80475,3009277,169584
2023-10-23,Mexico,4099,103,3885,3263435,80578,3013162,169695
2023-10-24,Mexico,4339,97,4014,3267774,80675,3017176,169923
2023-10-25,Mexico,5546,135,5209,3273320,80810,3022385,170125
2023-10-26,Mexico,3306,78,3028,3276626,80888,3025413,170325
2023-10-27,Mexico,4777,121,4317,3281403,81009,3029730,170664
2023-10-28,Mexico,3185,80,2964,3284588,81089,3032694,170805
2023-10-29,Mexico,3212,78,3000,3287800,81167,3035694,170939
2023-10-30,Mexico,2996,83,2781,3290796,81250,3038475,171071
2023-10-31,Mexico,5436,144,5161,3296232,81394,3043636,171202
2023-11-01,Mexico,5438,147,4936,3301670,81541,3048572,171557
2023-11-02,Mexico,3225,95,2918,3304895,81636,3051490,171769
2023-11-03,Mexico,3532,94,3350,3308427,81730,3054840,171857
2023-11-04,Mexico,3193,95,2927,3311620,81825,3057767,172028
2023-11-05,Mexico,4493,91,4197,3316113,81916,3061964,172233
2023-11-06,Mexico,5378,157,4893,3321491,82073,3066857,172561
2023-11-07,Mexico,3739,110,3522,3325230,82183,3070379,172668
2023-11-08,Mexico,3020,86,2787,3328250,82269,3073166,172815
2023-11-09,Mexico,3683,81,3428,3331933,82350,3076594,172989
2023-11-10,Mexico,5015,136,4625,3336948,82486,3081219,173243
2023-11-11,Mexico,3057,73,2830,3340005,82559,3084049,173397
2023-11-12,Mexico,4151,91,3758,3344156,82650,3087807,173699
2023-11-13,Mexico,4036,87,3643,3348192,82737,3091450,174005
2023-11-14,Mexico,4453,121,4040,3352645,82858,3095490,174297
2023-11-15,Mexico,4542,112,4157,3357187,82970,3099647,174570
2023-11-16,Mexico,3395,88,3183,3360582,83058,3102830,174694
2023-11-17,Mexico,3754,106,3481,3364336,83164,3106311,174861
2023-11-18,Mexico,3728,109,3366,3368064,83273,3109677,175114
2023-11-19,Mexico,3729,79,3509,3371793,83352,3113186,175255
2023-11-20,Mexico,2807,59,2612,3374600,83411,3115798,175391
2023-11-21,Mexico,3633,92,3401,3378233,83503,3119199,175531
2023-11-22,Mexico,3255,72,2985,3381488,83575,3122184,175729
2023-11-23,Mexico,2795,61,2569,3384283,83636,3124753,175894
2023-11-24,Mexico,2812,61,2603,3387095,83697,3127356,176042
2023-11-25,Mexico,3438,70,3189,3390533,83767,3130545,176221
2023-11-26,Mexico,4985,133,4680,3395518,83900,3135225,176393
2023-11-27,Mexico,2874,85,2660,3398392,83985,3137885,176522
2023-11-28,Mexico,4580,120,4235,3402972,84105,3142120,176747
2023-11-29,Mexico,4445,130,4055,3407417,84235,3146175,177007
2023-11-30,Mexico,3677,108,3478,3411094,84343,3149653,177098
2023-12-01,Mexico,3211,66,3039,3414305,84409,3152692,177204
2023-12-02,Mexico,2907,59,2658,3417212,84468,3155350,177394
2023-12-03,Mexico,3420,100,3157,3420632,84568,3158507,177557
2023-12-04,Mexico,4100,92,3712,3424732,84660,3162219,177853
2023-12-05,Mexico,2626,65,2366,3427358,84725,3164585,178048
2023-12-06,Mexico,3802,90,3605,3431160,84815,3168190,178155
2023-12-07,Mexico,3691,76,3462,3434851,84891,3171652,178308
2023-12-08,Mexico,2617,72,2455,3437468,84963,3174107,178398
2023-12-09,Mexico,4649,130,4260,3442117,85093,3178367,178657
2023-12-10,Mexico,3509,101,3327,3445626,85194,3181694,178738
2023-12-11,Mexico,2915,60,2711,3448541,85254,3184405,178882
2023-12-12,Mexico,3682,85,3358,3452223,85339,3187763,179121
2023-12-13,Mexico,3354,90,3180,3455577,85429,3190943,179205
2023-12-14,Mexico,2916,68,2676,3458493,85497,3193619,179377
2023-12-15,Mexico,3663,78,3332,3462156,85575,3196951,179630
2023-12-16,Mexico,3607,77,3340,3465763,85652,3200291,179820
2023-12-17,Mexico,4225,120,3910,3469988,85772,3204201,180015
2023-12-18,Mexico,3412,100,3099,3473400,85872,3207300,180228
2023-12-19,Mexico,4283,102,3905,3477683,85974,3211205,180504
2023-12-20,Mexico,2617,71,2457,3480300,86045,3213662,180593
2023-12-21,Mexico,4519,105,4067,3484819,86150,3217729,180940
2023-12-22,Mexico,3068,87,2872,3487887,86237,3220601,181049
2023-12-23,Mexico,4305,100,4060,3492192,86337,3224661,181194
2023-12-24,Mexico,3056,84,2801,3495248,86421,3227462,181365
2023-12-25,Mexico,3193,94,3023,3498441,86515,3230485,181441
2023-12-26,Mexico,4013,82,3719,3502454,86597,3234204,181653
2023-12-27,Mexico,3167,89,2905,3505621,86686,3237109,181826
2023-12-28,Mexico,4057,100,3680,3509678,86786,3240789,182103
2023-12-29,Mexico,3517,99,3270,3513195,86885,3244059,182251
2023-12-30,Mexico,2635,73,2411,3515830,86958,3246470,182402
2023-12-31,Mexico,2807,82,2629,3518637,87040,3249099,182498
2024-01-01,Mexico,2661,67,2476,3521298,87107,3251575,182616
2024-01-02,Mexico,2659,55,2516,3523957,87162,3254091,182704
2024-01-03,Mexico,2755,72,2564,3526712,87234,3256655,182823
2024-01-04,Mexico,4104,108,3883,3530816,87342,3260538,182936
2024-01-05,Mexico,2396,57,2188,3533212,87399,3262726,183087
2024-01-06,Mexico,3747,77,3534,3536959,87476,3266260,183223
2024-01-07,Mexico,2325,50,2098,3539284,87526,3268358,183400
2024-01-08,Mexico,3899,113,3542,3543183,87639,3271900,183644
2024-01-09,Mexico,3906,107,3584,3547089,87746,3275484,183859
2024-01-10,Mexico,4105,114,3855,3551194,87860,3279339,183995
2024-01-11,Mexico,3153,67,2920,3554347,87927,3282259,184161
2024-01-12,Mexico,3747,94,3538,3558094,88021,3285797,184276
2024-01-13,Mexico,3153,91,2977,3561247,88112,3288774,184361
2024-01-14,Mexico,3619,87,3423,3564866,88199,3292197,184470
2024-01-15,Mexico,2208,46,2024,3567074,88245,3294221,184608
2024-01-16,Mexico,2255,47,2071,3569329,88292,3296292,184745
2024-01-17,Mexico,3865,95,3605,3573194,88387,3299897,184910
2024-01-18,Mexico,3588,79,3354,3576782,88466,3303251,185065
2024-01-19,Mexico,2475,69,2265,3579257,88535,3305516,185206
2024-01-20,Mexico,2275,62,2050,3581532,88597,3307566,185369
2024-01-21,Mexico,3223,68,2920,3584755,88665,3310486,185604
2024-01-22,Mexico,3484,83,3136,3588239,88748,3313622,185869
2024-01-23,Mexico,3225,83,2928,3591464,88831,3316550,186083
2024-01-24,Mexico,2310,46,2113,3593774,88877,3318663,186234
2024-01-25,Mexico,2606,76,2442,3596380,88953,3321105,186322
2024-01-26,Mexico,2812,75,2645,3599192,89028,3323750,186414
2024-01-27,Mexico,3314,75,3111,3602506,89103,3326861,186542
2024-01-28,Mexico,2411,48,2177,3604917,89151,3329038,186728
2024-01-29,Mexico,2457,68,2323,3607374,89219,3331361,186794
2024-01-30,Mexico,3672,77,3415,3611046,89296,3334776,186974
2024-01-31,Mexico,3525,97,3289,3614571,89393,3338065,187113
2024-02-01,Mexico,2813,65,2567,3617384,89458,3340632,187294
2024-02-02,Mexico,3218,69,2947,3620602,89527,3343579,187496
2024-02-03,Mexico,3304,85,2994,3623906,89612,3346573,187721
2024-02-04,Mexico,3385,80,3105,3627291,89692,3349678,187921
2024-02-05,Mexico,2614,56,2361,3629905,89748,3352039,188118
2024-02-06,Mexico,1988,49,1875,3631893,89797,3353914,188182
2024-02-07,Mexico,2524,50,2376,3634417,89847,3356290,188280
2024-02-08,Mexico,2919,63,2763,3637336,89910,3359053,188373
2024-02-09,Mexico,3088,70,2840,3640424,89980,3361893,188551
2024-02-10,Mexico,2949,63,2760,3643373,90043,3364653,188677
2024-02-11,Mexico,2434,54,2224,3645807,90097,3366877,188833
2024-02-12,Mexico,2551,66,2336,3648358,90163,3369213,188982
2024-02-13,Mexico,2237,49,2071,3650595,90212,3371284,189099
2024-02-14,Mexico,2538,73,2326,3653133,90285,3373610,189238
2024-02-15,Mexico,1926,41,1799,3655059,90326,3375409,189324
2024-02-16,Mexico,1956,53,1805,3657015,90379,3377214,189422
2024-02-17,Mexico,2157,62,2015,3659172,90441,3379229,189502
2024-02-18,Mexico,3149,90,2919,3662321,90531,3382148,189642
2024-02-19,Mexico,2496,64,2263,3664817,90595,3384411,189811
2024-02-20,Mexico,2702,70,2468,3667519,90665,3386879,189975
2024-02-21,Mexico,2543,52,2369,3670062,90717,3389248,190097
2024-02-22,Mexico,3457,76,3160,3673519,90793,3392408,190318
2024-02-23,Mexico,1875,40,1709,3675394,90833,3394117,190444
2024-02-24,Mexico,3332,98,3016,3678726,90931,3397133,190662
2024-02-25,Mexico,2893,59,2619,3681619,90990,3399752,190877
2024-02-26,Mexico,1948,41,1845,3683567,91031,3401597,190939
2024-02-27,Mexico,2220,56,2043,3685787,91087,3403640,191060
2024-02-28,Mexico,2293,55,2111,3688080,91142,3405751,191187
2024-02-29,Mexico,2452,53,2328,3690532,91195,3408079,191258
2024-03-01,Mexico,2957,62,2713,3693489,91257,3410792,191440
2024-03-02,Mexico,2180,56,2049,3695669,91313,3412841,191515
2024-03-03,Mexico,1936,41,1831,3697605,91354,3414672,191579
2024-03-04,Mexico,2721,61,2543,3700326,91415,3417215,191696
2024-03-05,Mexico,2975,86,2682,3703301,91501,3419897,191903
2024-03-06,Mexico,2272,58,2075,3705573,91559,3421972,192042
2024-03-07,Mexico,2144,59,2004,3707717,91618,3423976,192123
2024-03-08,Mexico,2840,64,2658,3710557,91682,3426634,192241
2024-03-09,Mexico,3126,87,2931,3713683,91769,3429565,192349
2024-03-10,Mexico,2161,46,1952,3715844,91815,3431517,192512
2024-03-11,Mexico,1876,45,1689,3717720,91860,3433206,192654
2024-03-12,Mexico,2676,54,2456,3720396,91914,3435662,192820
2024-03-13,Mexico,2704,55,2456,3723100,91969,3438118,193013
2024-03-14,Mexico,2908,81,2630,3726008,92050,3440748,193210
2024-03-15,Mexico,2249,59,2086,3728257,92109,3442834,193314
2024-03-16,Mexico,1892,42,1766,3730149,92151,3444600,193398
2024-03-17,Mexico,2189,64,1998,3732338,92215,3446598,193525
2024-03-18,Mexico,2857,82,2628,3735195,92297,3449226,193672
2024-03-19,Mexico,2514,64,2281,3737709,92361,3451507,193841
2024-03-20,Mexico,2488,50,2247,3740197,92411,3453754,194032
2024-03-21,Mexico,2174,49,2025,3742371,92460,3455779,194132
2024-03-22,Mexico,2980,74,2688,3745351,92534,3458467,194350
2024-03-23,Mexico,2663,70,2481,3748014,92604,3460948,194462
2024-03-24,Mexico,3111,69,2878,3751125,92673,3463826,194626
2024-03-25,Mexico,2193,65,2003,3753318,92738,3465829,194751
2024-03-26,Mexico,2333,49,2169,3755651,92787,3467998,194866
2024-03-27,Mexico,1934,54,1829,3757585,92841,3469827,194917
2024-03-28,Mexico,1753,35,1635,3759338,92876,3471462,195000
2024-03-29,Mexico,2518,75,2387,3761856,92951,3473849,195056
2024-03-30,Mexico,1842,40,1718,3763698,92991,3475567,195140
2024-03-31,Mexico,2680,53,2455,3766378,93044,3478022,195312
2024-04-01,Mexico,1723,41,1611,3768101,93085,3479633,195383
2024-04-02,Mexico,2716,81,2548,3770817,93166,3482181,195470
2024-04-03,Mexico,3022,79,2835,3773839,93245,3485016,195578
2024-04-04,Mexico,2799,78,2605,3776638,93323,3487621,195694
2024-04-05,Mexico,2767,74,2497,3779405,93397,3490118,195890
2024-04-06,Mexico,2653,59,2392,3782058,93456,3492510,196092
2024-04-07,Mexico,2024,52,1870,3784082,93508,3494380,196194
2024-04-08,Mexico,2794,74,2617,3786876,93582,3496997,196297
2024-04-09,Mexico,1826,40,1643,3788702,93622,3498640,196440
2024-04-10,Mexico,1817,38,1677,3790519,93660,3500317,196542
2024-04-11,Mexico,2548,68,2329,3793067,93728,3502646,196693
2024-04-12,Mexico,2135,52,1979,3795202,93780,3504625,196797
2024-04-13,Mexico,1967,41,1788,3797169,93821,3506413,196935
2024-04-14,Mexico,2524,61,2385,3799693,93882,3508798,197013
2024-04-15,Mexico,2483,70,2302,3802176,93952,3511100,197124
2024-04-16,Mexico,2990,88,2722,3805166,94040,3513822,197304
2024-04-17,Mexico,3096,63,2863,3808262,94103,3516685,197474
2024-04-18,Mexico,2341,56,2175,3810603,94159,3518860,197584
2024-04-19,Mexico,2358,47,2160,3812961,94206,3521020,197735
2024-04-20,Mexico,2427,51,2199,3815388,94257,3523219,197912
2024-04-21,Mexico,2825,69,2576,3818213,94326,3525795,198092
2024-04-22,Mexico,2791,66,2603,3821004,94392,3528398,198214
2024-04-23,Mexico,2693,77,2490,3823697,94469,3530888,198340
2024-04-24,Mexico,2769,57,2600,3826466,94526,3533488,198452
2024-04-25,Mexico,2727,68,2493,3829193,94594,3535981,198618
2024-04-26,Mexico,2261,60,2097,3831454,94654,3538078,198722
